,MO,SLAT,SLON,MAG
13213,11,32.78,-90.98,1
13214,9,32.97,-90.85,0
13215,11,33.67,-90.73,1
13216,4,32.65,-91.55,2
13217,4,33.88,-91.5,1
13218,9,33.03,-90.87,1
13219,11,33.73,-90.57,2
13220,4,33.8,-91.3,2
13221,4,34.25,-91.4,0
13222,11,32.42,-91.12,1
13223,12,32.05,-90.45,1
13224,4,32.4412,-91.5309,1
13225,11,32.45,-90.82,2
13226,10,31.1,-91.47,1
13227,11,32.57,-90.6,1
13228,4,33.25,-91.4,0
13229,4,34.42,-90.57,3
13230,4,30.5,-91.08,3
13231,11,29.78,-91.43,0
13232,12,33.6,-90.82,1
13233,4,34.02,-90.58,1
13234,6,30.67,-91.17,0
13235,4,33.12,-91.27,0
13236,11,30.5,-90.57,2
13237,12,32.95,-90.82,1
13238,5,33.82,-90.53,0
13239,12,31.03,-90.67,3
13240,6,34.52,-91.55,0
13241,9,32.07,-91.7,1
13242,12,33.08,-90.62,2
13243,5,34.08,-91.4,1
13244,4,34.72,-92.08,2
13245,9,31.52,-91.25,2
13246,6,31.22,-90.45,2
13247,3,31.97,-91.27,1
13248,9,32.2,-90.5,1
13249,6,32.0,-91.65,1
13250,4,33.38,-90.48,1
13251,7,30.7,-90.53,1
13252,9,29.83,-91.08,2
13253,4,33.17,-90.93,0
13254,11,31.58,-91.67,0
13255,7,34.1,-90.72,1
13256,8,34.52,-91.55,2
13257,5,30.6,-91.45,1
13258,11,34.58,-91.28,2
13259,9,34.12,-91.15,1
13260,8,34.52,-91.55,2
13261,11,31.83,-91.42,0
13262,11,31.95,-91.07,1
13263,5,31.6,-90.45,0
13264,5,30.87,-91.02,2
13265,10,29.92,-91.1,2
13266,4,33.47,-91.0,4
13267,5,31.89,-91.06,1
13268,9,33.78,-90.85,0
13269,6,33.75,-90.73,0
13270,11,34.3,-90.85,2
13271,4,31.95,-91.18,3
13272,12,32.48,-91.75,2
13273,5,31.25,-90.62,1
13274,6,30.75,-91.5,0
13275,5,34.4135,-91.335,0
13276,9,31.7,-91.55,0
13277,11,33.52,-90.77,2
13278,12,32.07,-90.92,2
13279,4,32.12,-90.62,3
13280,6,30.07,-90.57,1
13281,12,33.4,-91.05,2
13282,6,33.63,-91.38,0
13283,4,31.33,-90.7,2
13284,1,30.1,-91.0,2
13285,11,32.55,-91.05,1
13286,1,30.13,-90.9,1
13287,12,30.47,-91.17,2
13288,5,32.6,-91.48,2
13289,9,31.72,-91.55,3
13290,5,34.56,-90.92,1
13291,1,30.5,-90.6,0
13292,11,32.97,-90.82,1
13293,5,34.22,-91.25,0
13294,4,32.13,-90.77,0
13295,12,32.33,-90.65,2
13296,5,34.2192,-90.507,1
13297,1,30.5,-90.53,1
13298,6,34.07,-91.58,1
13299,9,32.18,-91.58,0
13300,7,29.75,-90.82,0
13301,1,29.77,-90.83,1
13302,2,34.23,-91.52,3
13303,5,32.74,-90.81,1
13304,10,34.58,-91.7,2
13305,7,34.28,-91.33,0
13306,9,32.37,-91.2,0
13307,1,29.95,-91.03,2
13308,8,34.55,-90.7,1
13309,11,29.6,-90.72,0
13310,2,33.33,-91.0,1
13311,9,31.7,-91.13,2
13312,7,34.0628,-91.2735,2
13313,11,33.23,-91.4,0
13314,12,34.37,-91.65,1
13315,2,34.6,-91.22,3
13316,1,33.55,-91.57,1
13317,11,32.27,-90.78,0
13318,2,34.57,-91.03,2
13319,1,32.48,-90.7,1
13320,9,31.77,-91.07,1
13321,12,34.52,-91.18,0
13322,11,31.72,-91.2,3
13323,6,30.35,-91.15,2
13324,1,32.12,-90.72,3
13325,2,32.87,-91.4,2
13326,12,34.77,-90.77,2
13327,2,32.15,-91.7,1
13328,9,31.78,-91.0,2
13329,7,34.0717,-91.5803,0
13330,11,32.07,-90.6,0
13331,12,33.83,-91.72,2
13332,2,31.7,-90.83,1
13333,11,29.68,-91.0,1
13334,2,30.88,-90.92,1
13335,2,31.83,-90.58,0
13336,3,30.45,-91.22,0
13337,10,33.6449,-91.0168,0
13338,12,32.13,-90.92,2
13339,12,34.52,-90.6,2
13340,2,31.75,-90.67,0
13341,9,31.85,-90.97,2
13342,3,29.7,-91.3,1
13343,3,30.4,-90.98,1
13344,2,31.58,-90.67,0
13345,3,32.5,-91.85,1
13346,3,32.43,-91.22,1
13347,4,34.38,-90.62,0
13348,2,31.7,-90.8,0
13349,10,33.246,-91.0431,1
13350,9,31.67,-91.0,0
13351,4,33.12,-91.35,1
13352,4,33.85,-90.72,2
13353,3,32.35,-91.03,0
13354,3,32.03,-91.2,1
13355,4,33.58,-91.4,2
13356,9,32.0,-91.08,1
13357,6,32.43,-90.87,2
13358,3,31.65,-91.4,0
13359,4,32.33,-91.2,0
13360,10,31.9635,-91.2801,0
13361,2,32.6,-91.33,1
13362,9,32.28,-90.82,0
13363,4,30.5,-90.47,0
13364,4,34.03,-90.63,1
13365,6,33.43,-91.02,1
13366,3,31.68,-91.4,1
13367,12,29.8,-90.83,1
13368,3,30.1,-91.0,2
13369,5,30.05,-90.5,0
13370,4,29.98,-91.07,0
13371,6,31.33,-91.58,1
13372,9,32.48,-90.82,0
13373,7,29.75,-90.9,0
13374,3,31.68,-91.35,1
13375,12,31.78,-90.5,0
13376,3,33.17,-90.55,2
13377,6,29.7916,-91.7025,0
13378,4,33.17,-90.87,2
13379,10,33.27,-91.2,1
13380,11,34.15,-91.35,1
13381,3,31.75,-90.97,1
13382,7,33.97,-90.47,1
13383,12,32.15,-91.23,1
13384,3,32.63,-91.28,1
13385,6,29.8668,-91.6447,0
13386,12,33.98,-91.57,1
13387,5,32.53,-91.35,1
13388,11,34.4,-91.17,1
13389,11,34.2,-91.33,1
13390,12,32.27,-91.2,1
13391,7,34.6438,-91.6415,0
13392,3,31.78,-90.85,1
13393,3,30.92,-91.13,1
13394,11,32.73,-91.42,0
13395,12,33.53,-91.43,1
13396,5,32.72,-90.93,1
13397,11,32.35,-90.88,1
13398,11,30.645,-91.1532,0
13399,11,33.02,-91.02,0
13400,5,31.73,-91.07,1
13401,3,31.78,-90.75,1
13402,12,32.25,-91.2,1
13403,3,32.75,-91.4,1
13404,11,29.8095,-90.4936,0
13405,6,32.25,-91.57,2
13406,12,33.7,-91.73,0
13407,11,33.27,-91.03,1
13408,5,31.55,-91.38,-9
13409,12,32.37,-91.07,2
13410,4,30.95,-90.53,0
13411,11,32.8764,-90.7433,1
13412,1,31.7,-91.58,1
13413,3,33.03,-90.87,1
13414,4,33.77,-90.77,1
13415,8,34.4,-91.43,2
13416,3,31.23,-90.92,0
13417,12,32.4,-91.22,1
13418,11,32.6586,-90.8576,0
13419,4,31.48,-90.58,1
13420,4,33.55,-90.57,0
13421,6,33.73,-90.8,2
13422,4,33.7,-90.57,0
13423,4,33.37,-91.0,0
13424,6,32.9,-90.72,-9
13425,4,29.95,-90.48,2
13426,6,30.22,-90.98,1
13427,6,30.07,-90.48,0
13428,11,32.7151,-90.6259,2
13429,12,33.13,-90.5,1
13430,5,33.83,-90.85,2
13431,4,33.3,-90.55,0
13432,6,30.25,-90.97,0
13433,5,29.65,-90.53,1
13434,12,32.17,-90.8,-9
13435,7,30.7,-91.6,1
13436,12,32.4,-91.17,2
13437,7,29.82,-90.83,0
13438,5,30.08,-91.22,2
13439,4,33.47,-90.67,0
13440,11,32.3658,-90.8303,0
13441,1,34.42,-91.4,1
13442,5,30.62,-91.48,1
13443,7,34.07,-90.6,2
13444,9,31.57,-90.67,0
13445,9,29.6,-90.72,1
13446,12,31.8,-91.5,3
13447,11,31.9728,-91.0652,0
13448,1,34.48,-91.55,1
13449,5,30.05,-90.55,1
13450,5,30.0,-90.72,0
13451,3,34.72,-91.57,-9
13452,9,32.15,-90.67,0
13453,12,31.37,-90.6,3
13454,7,29.72,-90.63,1
13455,11,32.21,-90.7,0
13456,12,32.22,-91.2,1
13457,5,31.65,-91.73,2
13458,4,29.87,-91.62,2
13459,10,33.33,-91.45,2
13460,9,29.8,-91.52,1
13461,5,32.1,-91.22,0
13462,9,32.22,-90.73,0
13463,4,33.92,-91.85,4
13464,10,33.08,-90.98,2
13465,12,32.22,-91.07,2
13466,5,31.62,-91.45,0
13467,9,32.23,-90.72,1
13468,4,34.27,-91.33,0
13469,10,31.6,-91.7,2
13470,4,30.88,-90.5,0
13471,11,32.0427,-90.9647,1
13472,10,32.92,-91.45,2
13473,9,33.22,-91.27,1
13474,5,31.67,-91.0,2
13475,12,32.43,-90.75,1
13476,4,34.15,-91.57,2
13477,5,29.6,-90.67,0
13478,10,30.7,-91.42,1
13479,11,31.11,-90.8089,0
13480,10,33.58,-91.08,2
13481,1,31.55,-90.88,2
13482,9,32.45,-90.57,0
13483,10,30.27,-91.23,1
13484,4,34.22,-91.33,2
13485,1,32.45,-91.3,2
13486,12,31.5,-90.55,1
13487,12,32.2939,-90.8702,1
13488,2,30.48,-90.7,3
13489,10,32.15,-91.64,0
13490,10,32.85,-90.9,1
13491,4,32.3,-90.87,1
13492,12,33.02,-91.67,2
13493,6,30.35,-91.48,2
13494,10,30.6,-91.0,0
13495,1,34.38,-91.55,1
13496,10,31.58,-90.6,2
13497,3,30.38,-91.23,1
13498,12,31.6527,-90.5849,1
13499,6,30.52,-91.25,2
13500,2,34.77,-91.57,1
13501,4,34.15,-91.57,2
13502,1,32.87,-91.38,1
13503,10,31.07,-91.15,1
13504,6,30.63,-90.9,2
13505,10,30.86,-90.49,0
13506,3,29.77,-90.8,1
13507,9,32.93,-90.53,2
13508,1,31.48,-91.4,1
13509,2,33.03,-91.02,2
13510,2,32.9763,-91.4311,1
13511,6,30.28,-91.27,1
13512,4,30.07,-90.57,0
13513,11,31.18,-91.52,0
13514,3,34.28,-90.65,1
13515,4,34.2,-90.58,0
13516,1,30.83,-91.22,0
13517,6,30.48,-91.08,1
13518,5,33.88,-91.65,2
13519,11,30.75,-90.54,2
13520,12,33.0,-90.48,0
13521,2,33.0,-90.96,2
13522,4,33.77,-90.48,1
13523,2,30.87,-91.68,1
13524,6,30.7,-90.55,1
13525,5,30.8,-91.22,1
13526,4,31.72,-91.07,2
13527,4,30.2,-90.9,3
13528,4,33.68,-90.57,0
13529,1,30.6,-91.45,1
13530,6,30.45,-90.87,1
13531,6,31.63,-91.57,2
13532,2,34.77,-91.6,1
13533,3,30.65,-91.0878,1
13534,6,30.72,-90.48,1
13535,4,33.52,-90.87,1
13536,4,32.55,-91.4,1
13537,2,33.74,-91.75,3
13538,6,30.82,-91.33,1
13539,2,34.62,-91.37,1
13540,5,29.92,-91.0,1
13541,6,31.08,-91.08,1
13542,6,32.35,-90.75,1
13543,5,31.2,-90.92,1
13544,5,29.75,-91.43,1
13545,3,30.4132,-90.8,0
13546,2,33.7,-91.8,2
13547,2,34.55,-90.48,2
13548,6,32.1,-91.7,1
13549,5,34.25,-90.52,1
13550,5,32.47,-91.75,3
13551,6,32.42,-91.2,2
13552,3,29.779,-90.82,1
13553,5,29.9,-90.82,1
13554,2,34.0,-91.35,1
13555,3,33.97,-90.93,1
13556,10,32.73,-90.55,2
13557,5,30.9,-90.8,1
13558,6,32.08,-91.25,0
13559,6,33.32,-90.9,2
13560,5,31.63,-91.57,1
13561,3,32.1334,-90.6135,1
13562,2,33.62,-91.61,1
13563,3,33.48,-91.33,1
13564,3,34.07,-90.43,2
13565,7,30.5,-90.8,1
13566,7,30.87,-91.03,0
13567,11,29.92,-90.45,1
13568,7,33.95,-91.48,0
13569,3,30.0418,-90.5399,0
13570,9,33.37,-91.02,2
13571,2,33.39,-90.72,1
13572,3,29.7,-90.78,1
13573,3,32.6,-91.63,1
13574,7,29.9,-91.17,1
13575,12,32.73,-91.07,3
13576,12,30.13,-91.35,3
13577,7,30.33,-90.85,0
13578,9,33.7,-91.23,0
13579,5,31.27,-91.4,2
13580,3,30.0217,-90.4943,0
13581,1,34.8,-90.67,0
13582,12,32.33,-90.9,5
13583,3,29.6,-90.72,0
13584,3,32.68,-91.2,2
13585,12,31.5,-91.85,3
13586,4,31.9099,-91.5102,2
13587,5,30.0,-91.53,0
13588,9,33.53,-91.1,0
13589,10,30.47,-91.17,1
13590,1,34.52,-90.58,1
13591,4,32.47,-91.65,2
13592,6,32.8,-91.18,1
13593,12,34.2,-90.73,2
13594,1,31.9,-91.2,1
13595,9,30.1,-90.42,0
13596,9,33.53,-91.1,0
13597,6,30.22,-91.1,0
13598,3,33.68,-90.73,1
13599,1,29.98,-91.07,2
13600,4,32.5,-91.58,2
13601,2,30.9,-91.58,2
13602,4,32.1284,-90.6278,1
13603,10,30.47,-91.17,0
13604,9,33.2,-91.27,0
13605,9,34.0,-91.37,0
13606,3,29.7,-91.3,3
13607,7,30.03,-90.72,0
13608,3,34.17,-91.7,0
13609,4,32.0,-91.9,2
13610,2,34.52,-90.68,2
13611,4,30.3246,-90.5735,1
13612,11,29.6,-90.72,1
13613,9,34.05,-91.47,0
13614,6,30.63,-91.2,1
13615,10,33.42,-90.54,1
13616,4,34.65,-91.58,2
13617,4,32.83,-91.18,2
13618,4,30.0614,-90.699,0
13619,12,31.77,-90.45,0
13620,6,33.33,-90.98,0
13621,4,34.88,-91.18,2
13622,9,33.1,-90.52,0
13623,4,30.46,-91.09,1
13624,11,32.45,-91.42,1
13625,4,31.55,-91.5,1
13626,4,32.9579,-91.0402,0
13627,12,29.53,-90.75,0
13628,7,32.32,-90.58,0
13629,4,32.03,-91.03,2
13630,11,32.8,-91.18,2
13631,9,33.22,-90.52,1
13632,5,32.35,-90.78,2
13633,4,34.92,-91.5,1
13634,4,34.3348,-90.8408,0
13635,1,31.69,-91.24,0
13636,9,33.27,-90.53,1
13637,1,29.83,-90.9,1
13638,4,32.55,-91.18,1
13639,8,34.87,-91.18,1
13640,5,32.67,-91.47,2
13641,5,34.5,-91.55,3
13642,1,32.07,-90.8,1
13643,9,33.13,-90.47,2
13644,4,34.137,-90.9843,0
13645,4,32.42,-91.27,2
13646,11,34.23,-91.75,2
13647,5,31.62,-91.4,1
13648,2,30.58,-90.55,2
13649,9,33.6,-90.82,0
13650,4,32.67,-91.44,2
13651,7,29.87,-91.57,1
13652,7,33.97,-90.48,1
13653,1,30.68,-91.46,1
13654,11,34.78,-90.97,3
13655,5,30.42,-91.18,2
13656,9,33.42,-90.62,0
13657,4,32.7788,-90.938,0
13658,7,30.9,-91.4,1
13659,8,32.83,-91.4,1
13660,2,30.55,-90.53,1
13661,2,33.48,-91.45,0
13662,5,30.75,-90.75,2
13663,9,33.63,-90.67,1
13664,4,33.5387,-90.5828,2
13665,2,34.07,-90.72,0
13666,3,31.28,-91.65,1
13667,7,29.88,-91.52,1
13668,8,30.13,-91.17,1
13669,2,34.46,-90.71,0
13670,9,33.63,-90.67,1
13671,6,32.08,-91.63,1
13672,2,32.38,-91.47,5
13673,3,32.8,-91.18,1
13674,7,29.6,-90.72,0
13675,9,32.68,-91.23,0
13676,2,33.83,-90.97,0
13677,10,33.8,-91.27,3
13678,5,33.2662,-91.52,2
13679,2,33.45,-91.57,2
13680,6,32.2,-91.57,2
13681,3,33.05,-90.88,4
13682,9,31.72,-91.53,3
13683,10,34.2,-90.57,2
13684,9,33.7,-90.67,0
13685,6,33.8863,-91.4456,0
13686,6,32.43,-91.4,2
13687,2,33.85,-90.52,3
13688,3,32.82,-90.67,0
13689,2,34.68,-91.23,0
13690,9,33.72,-90.72,1
13691,2,30.6,-92.05,1
13692,5,32.25,-91.45,2
13693,9,33.7,-90.67,2
13694,9,34.1388,-91.319,0
13695,6,31.57,-91.1,1
13696,3,32.65,-90.58,0
13697,2,34.75,-91.09,0
13698,12,34.72,-90.9,0
13699,2,34.62,-90.92,1
13700,5,31.33,-90.6,1
13701,6,32.92,-91.67,1
13702,2,30.71,-90.75,0
13703,9,33.7933,-90.7814,1
13704,3,32.35,-91.02,0
13705,12,32.07,-91.62,2
13706,4,33.3,-91.58,2
13707,6,32.45,-91.67,0
13708,1,30.1,-91.0,2
13709,2,30.62,-90.5,1
13710,1,30.38,-91.23,2
13711,5,30.5,-90.58,1
13712,6,32.42,-91.37,1
13713,9,33.7866,-90.5467,1
13714,4,33.25,-91.43,2
13715,2,34.92,-91.22,1
13716,2,30.38,-91.23,0
13717,2,30.0,-90.47,0
13718,6,32.48,-91.67,1
13719,6,34.4,-90.57,1
13720,11,30.88,-90.61,1
13721,4,32.27,-91.8,1
13722,2,33.03,-91.52,2
13723,3,30.68,-91.47,1
13724,2,30.73,-91.63,1
13725,8,30.07,-90.45,3
13726,9,30.45,-91.03,3
13727,11,29.5841,-90.6579,0
13728,4,34.55,-90.77,3
13729,2,30.75,-90.7,1
13730,3,30.68,-90.42,1
13731,2,33.27,-91.25,1
13732,8,30.25,-91.32,1
13733,12,30.7235,-91.1578,1
13734,9,30.13,-91.33,1
13735,4,32.22,-91.75,3
13736,2,30.77,-90.5,1
13737,5,33.88,-91.48,1
13738,2,33.38,-91.07,2
13739,8,31.53,-90.45,1
13740,1,34.1925,-91.7274,2
13741,9,29.77,-91.5,2
13742,3,31.17,-90.78,1
13743,4,32.43,-91.42,3
13744,3,32.98,-91.32,3
13745,7,30.5,-91.17,1
13746,8,31.75,-90.65,0
13747,3,32.78,-90.87,0
13748,9,30.68,-90.5,2
13749,1,34.329,-91.4269,2
13750,3,32.87,-91.38,1
13751,4,32.53,-91.22,3
13752,3,29.5,-90.6,3
13753,8,30.68,-91.42,1
13754,3,32.85,-90.79,2
13755,12,29.78,-90.83,1
13756,1,34.2073,-91.4365,1
13757,8,32.08,-90.8,0
13758,1,31.35,-90.88,2
13759,3,33.72,-90.75,2
13760,4,31.78,-91.5,2
13761,3,30.1,-90.45,1
13762,4,32.53,-91.04,1
13763,1,34.4847,-91.1255,1
13764,8,32.17,-90.95,0
13765,4,33.03,-91.03,1
13766,3,33.0,-90.95,2
13767,8,31.98,-90.47,0
13768,4,31.45,-90.85,2
13769,4,32.34,-90.78,1
13770,8,32.85,-90.42,0
13771,4,32.4,-90.54,1
13772,1,34.0797,-90.7148,2
13773,4,29.73,-90.58,1
13774,10,32.22,-90.77,3
13775,3,33.83,-90.57,1
13776,8,33.18,-90.5,0
13777,5,33.72,-91.23,0
13778,3,31.67,-91.18,3
13779,3,32.8775,-91.4978,0
13780,4,31.98,-90.69,1
13781,10,30.5,-91.3,1
13782,8,32.42,-91.12,0
13783,3,29.6777,-91.3063,0
13784,10,30.93,-90.5,1
13785,8,30.57,-90.5,1
13786,5,34.8,-91.7,1
13787,5,34.5,-91.53,3
13788,3,30.2836,-90.9638,1
13789,10,30.5,-90.83,1
13790,8,32.37,-91.15,0
13791,4,34.28,-90.68,3
13792,5,34.85,-91.64,1
13793,10,29.93,-91.1,2
13794,8,32.35,-91.03,1
13795,5,33.42,-90.68,2
13796,3,30.5278,-90.8284,1
13797,5,30.5,-90.67,0
13798,11,30.97,-91.7,3
13799,8,32.23,-91.42,1
13800,3,31.6382,-91.0257,1
13801,5,33.36,-91.4,2
13802,5,32.05,-91.27,3
13803,11,31.87,-91.15,1
13804,8,32.17,-91.53,1
13805,3,32.0713,-90.904,2
13806,5,33.51,-91.12,0
13807,3,32.3001,-90.8592,1
13808,11,32.02,-90.85,0
13809,8,32.67,-90.55,0
13810,5,33.67,-90.92,1
13811,10,34.6906,-91.3159,1
13812,11,30.5,-90.7,1
13813,8,32.68,-90.8,0
13814,5,34.5,-91.72,1
13815,10,33.9672,-90.7018,2
13816,11,29.53,-90.72,1
13817,2,32.9,-91.2,2
13818,5,34.49,-91.59,3
13819,11,29.8,-90.83,1
13820,4,33.77,-91.47,1
13821,5,34.5,-91.14,1
13822,10,32.9946,-90.7006,2
13823,4,32.77,-91.37,2
13824,11,31.0,-91.12,1
13825,10,32.9638,-90.6077,1
13826,11,31.47,-91.72,3
13827,4,32.95,-90.83,2
13828,10,32.9506,-90.5072,1
13829,11,31.82,-91.6,3
13830,10,32.3657,-90.4337,1
13831,11,30.47,-91.15,2
13832,12,30.5656,-91.2045,1
13833,1,32.02,-90.63,0
13834,11,30.87,-91.27,2
13835,12,30.2621,-90.935,1
13836,1,32.02,-90.75,1
13837,11,31.83,-91.42,2
13838,12,31.078,-91.067,1
13839,1,32.82,-90.93,2
13840,1,30.2757,-91.2112,0
13841,11,30.92,-91.13,1
13842,1,30.6496,-91.1972,0
13843,11,31.48,-90.55,2
13844,1,32.18,-90.93,1
13845,1,33.59,-91.02,0
13846,11,32.68,-90.87,1
13847,1,30.7,-91.45,1
13848,1,32.73,-91.57,2
13849,12,31.67,-91.53,1
13850,1,33.68,-90.8,1
13851,4,32.67,-90.92,1
13852,2,31.83,-90.78,1
13853,5,29.6,-90.67,0
13854,2,31.6766,-91.55,1
13855,2,29.6835,-90.5645,0
13856,10,29.7,-91.2,0
13857,6,30.95,-91.6,0
13858,2,29.5673,-90.6987,1
13859,11,34.12,-91.28,0
13860,6,34.2,-90.58,1
13861,4,33.8242,-91.6849,1
13862,11,31.28,-90.63,1
13863,2,29.8,-90.8,2
13864,1,29.47,-90.57,0
13865,7,32.43,-90.93,1
13866,2,30.53,-91.38,3
13867,7,34.12,-91.37,1
13868,1,31.52,-90.52,2
13869,3,33.88,-91.5,2
13870,3,34.78,-91.7,1
13871,4,31.63,-90.73,0
13872,3,33.75,-91.28,1
13873,4,34.0,-90.48,1
13874,6,34.2,-90.58,0
13875,3,33.93,-90.92,1
13876,4,33.43,-91.33,2
13877,4,34.38,-90.83,1
13878,7,34.85,-91.17,1
13879,6,31.62,-91.3,2
13880,4,33.7,-90.8,2
13881,3,32.95,-91.9,1
13882,3,34.48,-91.55,2
13883,3,34.72,-91.5,0
13884,4,33.13,-90.83,1
13885,11,34.23,-91.37,1
13886,3,33.12,-91.25,1
13887,4,30.42,-90.98,2
13888,4,33.25,-90.58,2
13889,3,31.17,-90.82,1
13890,5,30.4,-90.95,0
13891,11,32.73,-91.03,1
13892,4,31.42,-90.47,3
13893,5,34.3,-90.83,0
13894,5,34.5,-91.6,2
13895,5,34.88,-91.18,0
13896,5,30.13,-91.35,2
13897,11,32.05,-91.02,1
13898,6,34.52,-90.9,1
13899,6,32.4,-90.58,1
13900,5,30.75,-90.42,2
13901,7,29.7,-91.08,0
13902,7,34.8,-91.13,0
13903,11,31.95,-91.67,2
13904,9,29.7,-91.2,1
13905,9,30.48,-90.87,1
13906,9,30.47,-90.45,1
13907,9,30.7,-91.15,0
13908,12,31.13,-90.65,1
13909,9,30.42,-90.43,2
13910,9,30.5,-90.47,1
13911,1,32.42,-91.17,2
13912,3,30.3,-90.6,1
13913,5,32.35,-91.03,2
13914,4,34.88,-91.0,1
13915,4,33.72,-91.47,2
13916,5,31.92,-91.25,2
13917,5,32.33,-91.2,3
13918,5,32.25,-90.55,2
13919,5,30.48,-91.0,1
13920,8,30.43,-90.55,1
13921,9,30.72,-90.5,0
13922,11,32.8,-91.2,1
13923,11,32.5,-91.52,2
13924,9,31.64,-90.51,0
13925,11,32.33,-90.93,3
13926,11,30.23,-90.92,1
13927,9,32.29,-90.87,0
13928,11,32.88,-90.88,2
13929,11,34.77,-90.75,1
13930,9,31.42,-90.9,0
13931,12,32.57,-91.5,1
13932,12,31.98,-91.33,0
13933,9,33.38,-91.25,0
13934,12,30.07,-90.52,4
13935,9,31.81,-90.81,0
13936,12,30.7,-90.68,1
13937,12,32.7,-90.93,0
13938,12,32.96,-90.58,0
13939,12,31.54,-91.4,1
13940,12,31.6,-91.11,1
13941,1,30.38,-91.23,1
13942,12,31.95,-90.44,1
13943,1,29.6,-90.72,1
13944,3,32.2925,-90.6647,0
13945,3,32.07,-91.38,2
13946,3,31.17,-90.83,1
13947,3,32.17,-91.35,2
13948,3,32.25,-91.2,1
13949,3,31.55,-91.43,1
13950,3,31.8,-91.4,1
13951,3,30.6378,-90.4949,1
13952,3,30.63,-90.5,1
13953,3,30.2259,-90.8693,1
13954,3,30.5,-90.8,1
13955,4,33.33,-91.45,0
13956,3,30.37,-90.6639,0
13957,3,31.599,-91.3965,0
13958,4,32.08,-91.33,0
13959,4,32.35,-91.03,0
13960,4,30.58,-90.95,0
13961,4,32.48,-90.82,2
13962,4,31.38,-91.4,0
13963,4,32.72,-91.2,0
13964,4,32.9,-90.7,1
13965,4,31.28,-90.47,0
13966,4,33.0751,-91.2272,0
13967,4,32.944,-91.061,1
13968,4,33.3193,-90.8568,0
13969,4,32.5705,-91.2043,1
13970,4,33.027,-90.87,0
13971,9,29.7,-91.2,2
13972,4,32.448,-91.216,0
13973,4,33.0655,-90.7431,0
13974,9,29.7,-91.3,1
13975,9,30.6,-90.78,1
13976,4,30.301,-91.109,0
13977,5,34.8231,-91.255,1
13978,9,30.43,-90.5,0
13979,11,30.6,-91.17,2
13980,5,34.8869,-91.1708,1
13981,11,29.7,-90.6,1
13982,9,33.8159,-90.6347,0
13983,11,32.33,-90.68,2
13984,11,32.98,-90.58,1
13985,9,31.398,-91.29,2
13986,9,31.5499,-91.168,1
13987,11,29.45,-90.6,2
13988,11,30.08,-90.53,2
13989,12,32.16,-90.79,0
13990,2,32.35,-90.88,1
13991,12,32.2011,-90.7,0
13992,12,33.53,-91.44,2
13993,4,30.83,-90.45,1
13994,4,32.23,-90.45,1
13995,4,32.92,-91.55,1
13996,12,34.149,-90.767,2
13997,8,30.7,-91.0,0
13998,10,30.47,-91.55,0
13999,11,31.17,-90.47,2
14000,4,31.7,-89.47,3
14001,4,31.32,-89.32,0
14002,5,30.23,-88.02,0
14003,7,30.47,-87.92,0
14004,10,30.7,-88.17,0
14005,10,30.82,-88.07,1
14006,1,34.17,-89.55,3
14007,1,32.18,-89.15,2
14008,2,33.45,-88.62,0
14009,3,31.27,-88.7,0
14010,4,32.83,-89.12,0
14011,4,31.98,-88.35,1
14012,4,30.85,-89.13,0
14013,4,30.83,-89.12,0
14014,4,30.7,-88.08,1
14015,7,30.38,-88.5,0
14016,7,30.4,-88.9,0
14017,8,30.43,-88.55,0
14018,9,30.43,-89.08,0
14019,9,30.38,-89.08,0
14020,11,30.5,-88.23,2
14021,11,30.52,-87.9,0
14022,11,30.52,-87.9,1
14023,11,34.53,-88.6,0
14024,11,30.68,-88.23,0
14025,12,32.4,-88.67,2
14026,2,31.6,-89.33,0
14027,2,34.03,-89.35,3
14028,3,31.32,-89.32,1
14029,2,32.23,-89.13,1
14030,3,30.67,-89.13,0
14031,3,30.65,-89.0,0
14032,2,32.52,-88.87,1
14033,6,30.38,-89.08,1
14034,6,30.23,-88.1,0
14035,6,30.72,-88.5,0
14036,7,34.75,-87.97,0
14037,7,34.68,-88.05,0
14038,6,30.75,-88.45,1
14039,10,34.88,-88.05,1
14040,6,30.68,-88.23,0
14041,10,33.67,-88.58,0
14042,6,31.55,-89.13,0
14043,10,30.95,-88.58,0
14044,10,34.37,-88.7,0
14045,8,30.37,-88.53,0
14046,11,34.02,-88.15,1
14047,10,30.52,-87.9,1
14048,11,32.02,-89.53,2
14049,10,30.57,-87.9,0
14050,11,30.85,-89.13,0
14051,10,31.5,-89.32,0
14052,11,32.9,-89.08,1
14053,10,31.7,-89.13,0
14054,11,32.92,-89.0,3
14055,10,30.68,-87.9,0
14056,10,32.18,-88.82,0
14057,10,32.38,-88.73,0
14058,11,31.03,-89.03,0
14059,10,33.5,-88.37,1
14060,11,32.28,-89.02,1
14061,11,33.42,-88.9,0
14062,11,33.15,-88.35,1
14063,11,33.05,-88.7,1
14064,11,32.17,-88.58,0
14065,11,32.08,-88.22,0
14066,11,33.17,-88.33,1
14067,11,32.13,-88.8,0
14068,11,31.3,-88.75,0
14069,11,31.43,-88.48,0
14070,11,31.87,-88.32,0
14071,11,32.22,-87.9,0
14072,11,31.78,-87.85,1
14073,11,31.77,-88.33,0
14074,11,31.9,-88.3,0
14075,4,31.33,-87.85,1
14076,5,31.32,-89.32,0
